airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,479565,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,272853,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,83021,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGSS,76057,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEMG,73813,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LEZL,43101,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LEAL,41055,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
EGKK,38807,LGW,51.148102,-0.190278,London Gatwick Airport
GCXO,36478,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EGLL,35863,LHR,51.4706,-0.461941,London Heathrow Airport
LFPG,35035,CDG,49.012798,2.55,Charles de Gaulle International Airport
LPPT,28972,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LEVC,28654,VLC,39.4893,-0.481625,Valencia Airport
GCRR,24312,ACE,28.945498999999998,-13.6052,Lanzarote Airport
LEIB,20311,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
