airpt,value,airpt_lat,airpt_lon
LEMD,1616565,40.471926,-3.56264
GCXO,987527,28.4827003479,-16.341499328599998
GCRR,794517,28.945498999999998,-13.6052
GCFV,641112,28.452699661254886,-13.863800048828125
LEBL,504680,41.2971,2.0784599999999998
EDDL,386297,51.289501,6.766780000000001
ENGM,322903,60.193901062011996,11.100399971008
ESSA,315639,59.651901245116996,17.918600082397
EHAM,311701,52.308601,4.76389
EGCC,306308,53.35369873046875,-2.2749500274658203
EGKK,290801,51.148102,-0.190278
EDDF,263047,50.033333,8.570556
EKCH,229023,55.617900848389,12.656000137328999
EFHK,217497,60.317199707031,24.963300704956
LEZL,216068,37.41799926757813,-5.8931097984313965
EDDH,202152,53.630401611328004,9.988229751586902
EDDM,200925,48.353802,11.7861
EDDV,196967,52.461101532,9.68507957458
EGSS,190378,51.8849983215,0.23499999940400002
LEMG,183904,36.67490005493164,-4.499110221862793
EGBB,179376,52.4538993835,-1.7480299472799998
GCLA,151030,28.626499,-17.7556
EDDK,150010,50.865898132299996,7.1427397728
EIDW,143211,53.421299,-6.27007
EDDS,137396,48.6898994446,9.22196006775
ESGG,136428,57.662799835205,12.279800415039
LSZH,131499,47.464698999999996,8.54917
EBBR,130958,50.9014015198,4.48443984985
LEBB,106069,43.30110168457031,-2.9106099605560303
EDDT,103247,52.5597,13.2877
GCTS,101890,28.044500351,-16.5725002289
EGNX,99968,52.8311004639,-1.32806003094
EGPF,96813,55.8718986511,-4.43306016922
EGGD,95616,51.382702,-2.71909
EGNM,95067,53.86589813232422,-1.6605700254440308
EHEH,94518,51.4500999451,5.374529838559999
LEST,92596,42.89630126953125,-8.415140151977539
LFSB,88680,47.59,7.5291667
ENBR,86237,60.29339981,5.218140125
LPPT,83486,38.7813,-9.13592
EGPH,82829,55.95000076293945,-3.372499942779541
EKBI,82666,55.7402992249,9.15178012848
