airpt_arr,pax2007,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEBL,1179010,LEZL,37.41799926757813,-5.8931097984313965,41.2971,2.0784599999999998
LEMD,548815,LEZL,37.41799926757813,-5.8931097984313965,40.471926,-3.56264
LFPO,328579,LEZL,37.41799926757813,-5.8931097984313965,48.7233333,2.3794444
LEVC,321762,LEZL,37.41799926757813,-5.8931097984313965,39.4893,-0.481625
LEPA,318758,LEZL,37.41799926757813,-5.8931097984313965,39.551700591999996,2.73881006241
GCXO,199970,LEZL,37.41799926757813,-5.8931097984313965,28.4827003479,-16.341499328599998
GCLP,153228,LEZL,37.41799926757813,-5.8931097984313965,27.931900024414066,-15.38659954071045
EGSS,147273,LEZL,37.41799926757813,-5.8931097984313965,51.8849983215,0.23499999940400002
LIRF,121811,LEZL,37.41799926757813,-5.8931097984313965,41.800277799999996,12.238888900000001
LEBB,112103,LEZL,37.41799926757813,-5.8931097984313965,43.30110168457031,-2.9106099605560303
LIME,111808,LEZL,37.41799926757813,-5.8931097984313965,45.673901,9.70417
EGKK,77715,LEZL,37.41799926757813,-5.8931097984313965,51.148102,-0.190278
GCTS,74574,LEZL,37.41799926757813,-5.8931097984313965,28.044500351,-16.5725002289
EHAM,67943,LEZL,37.41799926757813,-5.8931097984313965,52.308601,4.76389
LECO,65364,LEZL,37.41799926757813,-5.8931097984313965,43.302101,-8.37726
EIDW,59427,LEZL,37.41799926757813,-5.8931097984313965,53.421299,-6.27007
LFPG,58159,LEZL,37.41799926757813,-5.8931097984313965,49.012798,2.55
GCRR,52758,LEZL,37.41799926757813,-5.8931097984313965,28.945498999999998,-13.6052
LIRP,47764,LEZL,37.41799926757813,-5.8931097984313965,43.683899,10.3927
EBBR,46916,LEZL,37.41799926757813,-5.8931097984313965,50.9014015198,4.48443984985
LEST,44057,LEZL,37.41799926757813,-5.8931097984313965,42.89630126953125,-8.415140151977539
