airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEMD,669730,LEST,42.89630126953125,-8.415140151977539,40.471926,-3.56264
LEBL,427949,LEST,42.89630126953125,-8.415140151977539,41.2971,2.0784599999999998
LEPA,158166,LEST,42.89630126953125,-8.415140151977539,39.551700591999996,2.73881006241
LEAL,122532,LEST,42.89630126953125,-8.415140151977539,38.28219985961914,-0.5581560134887695
LEMG,115801,LEST,42.89630126953125,-8.415140151977539,36.67490005493164,-4.499110221862793
LSGG,98573,LEST,42.89630126953125,-8.415140151977539,46.23809814453125,6.108950138092041
LEVC,94201,LEST,42.89630126953125,-8.415140151977539,39.4893,-0.481625
GCLP,92596,LEST,42.89630126953125,-8.415140151977539,27.931900024414066,-15.38659954071045
GCTS,79650,LEST,42.89630126953125,-8.415140151977539,28.044500351,-16.5725002289
EGSS,77023,LEST,42.89630126953125,-8.415140151977539,51.8849983215,0.23499999940400002
LEZL,75495,LEST,42.89630126953125,-8.415140151977539,37.41799926757813,-5.8931097984313965
GCRR,75396,LEST,42.89630126953125,-8.415140151977539,28.945498999999998,-13.6052
GCXO,59807,LEST,42.89630126953125,-8.415140151977539,28.4827003479,-16.341499328599998
LFPG,53381,LEST,42.89630126953125,-8.415140151977539,49.012798,2.55
LIME,45843,LEST,42.89630126953125,-8.415140151977539,45.673901,9.70417
LFSB,44504,LEST,42.89630126953125,-8.415140151977539,47.59,7.5291667
EIDW,44024,LEST,42.89630126953125,-8.415140151977539,53.421299,-6.27007
EDFH,42359,LEST,42.89630126953125,-8.415140151977539,49.9487,7.263889999999999
EDDF,41047,LEST,42.89630126953125,-8.415140151977539,50.033333,8.570556
LEBB,41046,LEST,42.89630126953125,-8.415140151977539,43.30110168457031,-2.9106099605560303
