airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
EGKK,1127948,LEMG,36.67490005493164,-4.499110221862793,51.148102,-0.190278
LEBL,862573,LEMG,36.67490005493164,-4.499110221862793,41.2971,2.0784599999999998
LEMD,529386,LEMG,36.67490005493164,-4.499110221862793,40.471926,-3.56264
EGCC,458522,LEMG,36.67490005493164,-4.499110221862793,53.35369873046875,-2.2749500274658203
LFPG,426644,LEMG,36.67490005493164,-4.499110221862793,49.012798,2.55
EIDW,423832,LEMG,36.67490005493164,-4.499110221862793,53.421299,-6.27007
EGSS,376621,LEMG,36.67490005493164,-4.499110221862793,51.8849983215,0.23499999940400002
EHAM,317746,LEMG,36.67490005493164,-4.499110221862793,52.308601,4.76389
EBBR,316390,LEMG,36.67490005493164,-4.499110221862793,50.9014015198,4.48443984985
EGGP,303790,LEMG,36.67490005493164,-4.499110221862793,53.33359909057617,-2.849720001220703
EGBB,298063,LEMG,36.67490005493164,-4.499110221862793,52.4538993835,-1.7480299472799998
LEPA,272780,LEMG,36.67490005493164,-4.499110221862793,39.551700591999996,2.73881006241
EGGW,269479,LEMG,36.67490005493164,-4.499110221862793,51.87469863891602,-0.36833301186561584
EGGD,261882,LEMG,36.67490005493164,-4.499110221862793,51.382702,-2.71909
EGNM,225182,LEMG,36.67490005493164,-4.499110221862793,53.86589813232422,-1.6605700254440308
EKCH,212641,LEMG,36.67490005493164,-4.499110221862793,55.617900848389,12.656000137328999
LSZH,208064,LEMG,36.67490005493164,-4.499110221862793,47.464698999999996,8.54917
EGNX,204031,LEMG,36.67490005493164,-4.499110221862793,52.8311004639,-1.32806003094
LEBB,181023,LEMG,36.67490005493164,-4.499110221862793,43.30110168457031,-2.9106099605560303
EFHK,178177,LEMG,36.67490005493164,-4.499110221862793,60.317199707031,24.963300704956
EGAA,172202,LEMG,36.67490005493164,-4.499110221862793,54.6575012207,-6.21582984924
LIRF,170166,LEMG,36.67490005493164,-4.499110221862793,41.800277799999996,12.238888900000001
GEML,159570,LEMG,36.67490005493164,-4.499110221862793,35.279800415,-2.9562599658999997
ENGM,157013,LEMG,36.67490005493164,-4.499110221862793,60.193901062011996,11.100399971008
EGNT,151897,LEMG,36.67490005493164,-4.499110221862793,55.037498474121094,-1.6916699409484863
EHEH,133582,LEMG,36.67490005493164,-4.499110221862793,51.4500999451,5.374529838559999
EDDL,130504,LEMG,36.67490005493164,-4.499110221862793,51.289501,6.766780000000001
EDDF,128297,LEMG,36.67490005493164,-4.499110221862793,50.033333,8.570556
EGPH,125516,LEMG,36.67490005493164,-4.499110221862793,55.95000076293945,-3.372499942779541
LEST,119322,LEMG,36.67490005493164,-4.499110221862793,42.89630126953125,-8.415140151977539
EGPF,118798,LEMG,36.67490005493164,-4.499110221862793,55.8718986511,-4.43306016922
EICK,116817,LEMG,36.67490005493164,-4.499110221862793,51.84130096435547,-8.491109848022461
LIMC,108972,LEMG,36.67490005493164,-4.499110221862793,45.6306,8.728110000000001
GCXO,106670,LEMG,36.67490005493164,-4.499110221862793,28.4827003479,-16.341499328599998
LEVC,105051,LEMG,36.67490005493164,-4.499110221862793,39.4893,-0.481625
ESSA,102047,LEMG,36.67490005493164,-4.499110221862793,59.651901245116996,17.918600082397
GCLP,101909,LEMG,36.67490005493164,-4.499110221862793,27.931900024414066,-15.38659954071045
LSGG,101528,LEMG,36.67490005493164,-4.499110221862793,46.23809814453125,6.108950138092041
EDLV,98490,LEMG,36.67490005493164,-4.499110221862793,51.6024017334,6.14216995239
EHRD,96677,LEMG,36.67490005493164,-4.499110221862793,51.956902,4.43722
EBCI,96588,LEMG,36.67490005493164,-4.499110221862793,50.459202000000005,4.4538199999999994
EDDM,83873,LEMG,36.67490005493164,-4.499110221862793,48.353802,11.7861
EDDH,82061,LEMG,36.67490005493164,-4.499110221862793,53.630401611328004,9.988229751586902
EGPK,81789,LEMG,36.67490005493164,-4.499110221862793,55.5093994140625,-4.586669921875
EDFH,80378,LEMG,36.67490005493164,-4.499110221862793,49.9487,7.263889999999999
EDDT,78472,LEMG,36.67490005493164,-4.499110221862793,52.5597,13.2877
EDDB,75380,LEMG,36.67490005493164,-4.499110221862793,52.380001,13.5225
