airpt_arr,pax2013,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEBL,621066,LEMH,39.86259841918945,4.2186498641967765,41.2971,2.0784599999999998
LEMD,225344,LEMH,39.86259841918945,4.2186498641967765,40.471926,-3.56264
EGKK,217768,LEMH,39.86259841918945,4.2186498641967765,51.148102,-0.190278
LEPA,210076,LEMH,39.86259841918945,4.2186498641967765,39.551700591999996,2.73881006241
EGCC,174909,LEMH,39.86259841918945,4.2186498641967765,53.35369873046875,-2.2749500274658203
EGBB,77717,LEMH,39.86259841918945,4.2186498641967765,52.4538993835,-1.7480299472799998
EGNX,72286,LEMH,39.86259841918945,4.2186498641967765,52.8311004639,-1.32806003094
LIMC,64040,LEMH,39.86259841918945,4.2186498641967765,45.6306,8.728110000000001
EGGW,61117,LEMH,39.86259841918945,4.2186498641967765,51.87469863891602,-0.36833301186561584
LEVC,57706,LEMH,39.86259841918945,4.2186498641967765,39.4893,-0.481625
LEBB,55739,LEMH,39.86259841918945,4.2186498641967765,43.30110168457031,-2.9106099605560303
EGGD,46757,LEMH,39.86259841918945,4.2186498641967765,51.382702,-2.71909
EGNM,46183,LEMH,39.86259841918945,4.2186498641967765,53.86589813232422,-1.6605700254440308
EGNT,43694,LEMH,39.86259841918945,4.2186498641967765,55.037498474121094,-1.6916699409484863
