airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LIRP,115442,LEGE,41.901000976999995,2.7605500221,43.683899,10.3927
EDLV,96502,LEGE,41.901000976999995,2.7605500221,51.6024017334,6.14216995239
EHEH,86093,LEGE,41.901000976999995,2.7605500221,51.4500999451,5.374529838559999
EHAM,83358,LEGE,41.901000976999995,2.7605500221,52.308601,4.76389
EGGD,80050,LEGE,41.901000976999995,2.7605500221,51.382702,-2.71909
EGSS,77392,LEGE,41.901000976999995,2.7605500221,51.8849983215,0.23499999940400002
EBCI,76056,LEGE,41.901000976999995,2.7605500221,50.459202000000005,4.4538199999999994
EDFH,75216,LEGE,41.901000976999995,2.7605500221,49.9487,7.263889999999999
EGGW,70386,LEGE,41.901000976999995,2.7605500221,51.87469863891602,-0.36833301186561584
LIEE,70013,LEGE,41.901000976999995,2.7605500221,39.251499,9.05428
LIEA,68050,LEGE,41.901000976999995,2.7605500221,40.632099,8.29077
LFOB,65612,LEGE,41.901000976999995,2.7605500221,49.45439910888672,2.1127800941467285
GMMX,60714,LEGE,41.901000976999995,2.7605500221,31.6068992615,-8.036299705510002
EGCC,57499,LEGE,41.901000976999995,2.7605500221,53.35369873046875,-2.2749500274658203
EDDK,48540,LEGE,41.901000976999995,2.7605500221,50.865898132299996,7.1427397728
EGHH,48430,LEGE,41.901000976999995,2.7605500221,50.77999877929688,-1.8424999713897705
EDSB,44115,LEGE,41.901000976999995,2.7605500221,48.7793998718,8.08049964905
EDDW,43613,LEGE,41.901000976999995,2.7605500221,53.0475006104,8.78666973114
LEPA,39548,LEGE,41.901000976999995,2.7605500221,39.551700591999996,2.73881006241
EDJA,38656,LEGE,41.901000976999995,2.7605500221,47.9888000488,10.2395000458
EIDW,37985,LEGE,41.901000976999995,2.7605500221,53.421299,-6.27007
GMME,33254,LEGE,41.901000976999995,2.7605500221,34.051497999999995,-6.751519999999999
LIBP,33246,LEGE,41.901000976999995,2.7605500221,42.431702,14.1811
EPWR,32671,LEGE,41.901000976999995,2.7605500221,51.10269927979999,16.885799408
UKKK,31957,LEGE,41.901000976999995,2.7605500221,50.40194,30.451940000000004
EHBK,31356,LEGE,41.901000976999995,2.7605500221,50.911701,5.7701400000000005
EKBI,30835,LEGE,41.901000976999995,2.7605500221,55.7402992249,9.15178012848
LEIB,30274,LEGE,41.901000976999995,2.7605500221,38.8728981018,1.3731199502899998
LZIB,29304,LEGE,41.901000976999995,2.7605500221,48.17020034790039,17.212699890136722
EGNT,29087,LEGE,41.901000976999995,2.7605500221,55.037498474121094,-1.6916699409484863
EHRD,28284,LEGE,41.901000976999995,2.7605500221,51.956902,4.43722
LICT,27860,LEGE,41.901000976999995,2.7605500221,37.9114,12.488
EGNM,26900,LEGE,41.901000976999995,2.7605500221,53.86589813232422,-1.6605700254440308
EPPO,26046,LEGE,41.901000976999995,2.7605500221,52.4210014343,16.8262996674
EETN,25002,LEGE,41.901000976999995,2.7605500221,59.41329956049999,24.8327999115
LIME,23118,LEGE,41.901000976999995,2.7605500221,45.673901,9.70417
LMML,21716,LEGE,41.901000976999995,2.7605500221,35.857498,14.4775
EPKK,20828,LEGE,41.901000976999995,2.7605500221,50.077702,19.7848
LGTS,20817,LEGE,41.901000976999995,2.7605500221,40.51969909667969,22.97089958190918
