airpt_arr,pax2010,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEMD,450541,LEJR,36.74459838867188,-6.060110092163086,40.471926,-3.56264
LEBL,82130,LEJR,36.74459838867188,-6.060110092163086,41.2971,2.0784599999999998
LEPA,75315,LEJR,36.74459838867188,-6.060110092163086,39.551700591999996,2.73881006241
EDDL,65654,LEJR,36.74459838867188,-6.060110092163086,51.289501,6.766780000000001
EGSS,58888,LEJR,36.74459838867188,-6.060110092163086,51.8849983215,0.23499999940400002
EDDF,57209,LEJR,36.74459838867188,-6.060110092163086,50.033333,8.570556
EDDS,30745,LEJR,36.74459838867188,-6.060110092163086,48.6898994446,9.22196006775
EDFH,26533,LEJR,36.74459838867188,-6.060110092163086,49.9487,7.263889999999999
EDDV,24937,LEJR,36.74459838867188,-6.060110092163086,52.461101532,9.68507957458
EDDM,22722,LEJR,36.74459838867188,-6.060110092163086,48.353802,11.7861
