airpt_arr,pax2006,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
EGSS,198517,LERS,41.14739990234375,1.1671700477600098,51.8849983215,0.23499999940400002
EIDW,186135,LERS,41.14739990234375,1.1671700477600098,53.421299,-6.27007
EGGP,119251,LERS,41.14739990234375,1.1671700477600098,53.33359909057617,-2.849720001220703
EGGW,113726,LERS,41.14739990234375,1.1671700477600098,51.87469863891602,-0.36833301186561584
EDFH,111778,LERS,41.14739990234375,1.1671700477600098,49.9487,7.263889999999999
EGCC,92809,LERS,41.14739990234375,1.1671700477600098,53.35369873046875,-2.2749500274658203
EGKK,69192,LERS,41.14739990234375,1.1671700477600098,51.148102,-0.190278
EGPF,58770,LERS,41.14739990234375,1.1671700477600098,55.8718986511,-4.43306016922
EGBB,53906,LERS,41.14739990234375,1.1671700477600098,52.4538993835,-1.7480299472799998
EGNT,39046,LERS,41.14739990234375,1.1671700477600098,55.037498474121094,-1.6916699409484863
EGPK,38259,LERS,41.14739990234375,1.1671700477600098,55.5093994140625,-4.586669921875
EGAA,35935,LERS,41.14739990234375,1.1671700477600098,54.6575012207,-6.21582984924
EGFF,29699,LERS,41.14739990234375,1.1671700477600098,51.39670181274414,-3.343329906463623
EBBR,25503,LERS,41.14739990234375,1.1671700477600098,50.9014015198,4.48443984985
EGNX,23785,LERS,41.14739990234375,1.1671700477600098,52.8311004639,-1.32806003094
LEMD,23655,LERS,41.14739990234375,1.1671700477600098,40.471926,-3.56264
EICK,21765,LERS,41.14739990234375,1.1671700477600098,51.84130096435547,-8.491109848022461
EINN,20138,LERS,41.14739990234375,1.1671700477600098,52.702,-8.92482
