airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
GCLP,525619,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EGKK,429238,LGW,51.148102,-0.190278,London Gatwick Airport
LEMD,405836,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGCC,405060,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EIDW,309411,DUB,53.421299,-6.27007,Dublin Airport
GCXO,251775,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EGBB,221956,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNX,197591,EMA,52.8311004639,-1.32806003094,East Midlands Airport
LEBL,150766,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGSS,145000,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGGD,135633,BRS,51.382702,-2.71909,Bristol Airport
EDDL,134400,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EHAM,124778,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGPF,119826,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EGNM,116335,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGGW,106331,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LEBB,105881,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EGNT,96778,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EICK,89573,ORK,51.84130096435547,-8.491109848022461,Cork Airport
EGAA,75636,BFS,54.6575012207,-6.21582984924,Belfast International Airport
