airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,487006,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,273181,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMG,84924,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LEPA,81832,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LEZL,49765,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EGSS,46563,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEAL,45867,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
LEVC,42544,VLC,39.4893,-0.481625,Valencia Airport
GCXO,40017,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EGKK,34421,LGW,51.148102,-0.190278,London Gatwick Airport
LFPG,27806,CDG,49.012798,2.55,Charles de Gaulle International Airport
LPPT,27165,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
GCRR,25168,ACE,28.945498999999998,-13.6052,Lanzarote Airport
GCTS,24080,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LEIB,20142,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
