airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
GCXO,519528,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LEMD,111012,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCLP,101710,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EDDL,48239,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EHAM,47218,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGKK,33185,LGW,51.148102,-0.190278,London Gatwick Airport
EDDT,27852,TXL,52.5597,13.2877,Berlin-Tegel Airport
EDDF,26094,FRA,50.033333,8.570556,Frankfurt am Main Airport
LEBL,26091,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EDDM,25694,MUC,48.353802,11.7861,Munich Airport
EGCC,21439,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
