airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEMD,1052473,LEBB,43.30110168457031,-2.9106099605560303,40.471926,-3.56264
LEBL,673862,LEBB,43.30110168457031,-2.9106099605560303,41.2971,2.0784599999999998
LEMG,228676,LEBB,43.30110168457031,-2.9106099605560303,36.67490005493164,-4.499110221862793
LEPA,218410,LEBB,43.30110168457031,-2.9106099605560303,39.551700591999996,2.73881006241
LFPG,204450,LEBB,43.30110168457031,-2.9106099605560303,49.012798,2.55
EDDF,191406,LEBB,43.30110168457031,-2.9106099605560303,50.033333,8.570556
GCTS,180634,LEBB,43.30110168457031,-2.9106099605560303,28.044500351,-16.5725002289
GCRR,150966,LEBB,43.30110168457031,-2.9106099605560303,28.945498999999998,-13.6052
EGSS,135804,LEBB,43.30110168457031,-2.9106099605560303,51.8849983215,0.23499999940400002
LEVC,114958,LEBB,43.30110168457031,-2.9106099605560303,39.4893,-0.481625
LEZL,112103,LEBB,43.30110168457031,-2.9106099605560303,37.41799926757813,-5.8931097984313965
GCLP,93615,LEBB,43.30110168457031,-2.9106099605560303,27.931900024414066,-15.38659954071045
EGLL,85363,LEBB,43.30110168457031,-2.9106099605560303,51.4706,-0.461941
LIMC,79387,LEBB,43.30110168457031,-2.9106099605560303,45.6306,8.728110000000001
EBBR,77942,LEBB,43.30110168457031,-2.9106099605560303,50.9014015198,4.48443984985
LEJR,59915,LEBB,43.30110168457031,-2.9106099605560303,36.74459838867188,-6.060110092163086
LEAL,59759,LEBB,43.30110168457031,-2.9106099605560303,38.28219985961914,-0.5581560134887695
LPPT,52990,LEBB,43.30110168457031,-2.9106099605560303,38.7813,-9.13592
LEST,49947,LEBB,43.30110168457031,-2.9106099605560303,42.89630126953125,-8.415140151977539
GCXO,49155,LEBB,43.30110168457031,-2.9106099605560303,28.4827003479,-16.341499328599998
EDDM,41740,LEBB,43.30110168457031,-2.9106099605560303,48.353802,11.7861
GCFV,41371,LEBB,43.30110168457031,-2.9106099605560303,28.452699661254886,-13.863800048828125
