airpt_arr,value,airpt_dep,airpt_dep_lat,airpt_dep_lon,airpt_arr_lat,airpt_arr_lon
LEMD,1596380,LEPA,39.551700591999996,2.73881006241,40.471926,-3.56264
LEBL,1596095,LEPA,39.551700591999996,2.73881006241,41.2971,2.0784599999999998
EDDL,1002768,LEPA,39.551700591999996,2.73881006241,51.289501,6.766780000000001
EGCC,824330,LEPA,39.551700591999996,2.73881006241,53.35369873046875,-2.2749500274658203
EGKK,819258,LEPA,39.551700591999996,2.73881006241,51.148102,-0.190278
EDDF,748241,LEPA,39.551700591999996,2.73881006241,50.033333,8.570556
EDDH,608122,LEPA,39.551700591999996,2.73881006241,53.630401611328004,9.988229751586902
EDDS,569672,LEPA,39.551700591999996,2.73881006241,48.6898994446,9.22196006775
EDDM,545292,LEPA,39.551700591999996,2.73881006241,48.353802,11.7861
EDDK,525818,LEPA,39.551700591999996,2.73881006241,50.865898132299996,7.1427397728
EDDV,429178,LEPA,39.551700591999996,2.73881006241,52.461101532,9.68507957458
LEVC,417901,LEPA,39.551700591999996,2.73881006241,39.4893,-0.481625
EDDT,402900,LEPA,39.551700591999996,2.73881006241,52.5597,13.2877
EGBB,393709,LEPA,39.551700591999996,2.73881006241,52.4538993835,-1.7480299472799998
LEAL,345273,LEPA,39.551700591999996,2.73881006241,38.28219985961914,-0.5581560134887695
EDDG,336410,LEPA,39.551700591999996,2.73881006241,52.134601593,7.68483018875
LEIB,334915,LEPA,39.551700591999996,2.73881006241,38.8728981018,1.3731199502899998
EDLP,328614,LEPA,39.551700591999996,2.73881006241,51.614101409899995,8.616319656369999
EGPF,326996,LEPA,39.551700591999996,2.73881006241,55.8718986511,-4.43306016922
LEMG,281217,LEPA,39.551700591999996,2.73881006241,36.67490005493164,-4.499110221862793
EGSS,274711,LEPA,39.551700591999996,2.73881006241,51.8849983215,0.23499999940400002
EGNX,269901,LEPA,39.551700591999996,2.73881006241,52.8311004639,-1.32806003094
EDDN,268338,LEPA,39.551700591999996,2.73881006241,49.498699,11.078056
EGGW,255483,LEPA,39.551700591999996,2.73881006241,51.87469863891602,-0.36833301186561584
EGNT,243543,LEPA,39.551700591999996,2.73881006241,55.037498474121094,-1.6916699409484863
LEZL,234645,LEPA,39.551700591999996,2.73881006241,37.41799926757813,-5.8931097984313965
LEMH,230937,LEPA,39.551700591999996,2.73881006241,39.86259841918945,4.2186498641967765
EDLW,224631,LEPA,39.551700591999996,2.73881006241,51.518299102799986,7.61223983765
EGGP,215531,LEPA,39.551700591999996,2.73881006241,53.33359909057617,-2.849720001220703
EIDW,213360,LEPA,39.551700591999996,2.73881006241,53.421299,-6.27007
EGGD,209464,LEPA,39.551700591999996,2.73881006241,51.382702,-2.71909
EDDB,201613,LEPA,39.551700591999996,2.73881006241,52.380001,13.5225
LSZH,197920,LEPA,39.551700591999996,2.73881006241,47.464698999999996,8.54917
EGFF,175065,LEPA,39.551700591999996,2.73881006241,51.39670181274414,-3.343329906463623
EDDP,160188,LEPA,39.551700591999996,2.73881006241,51.423889,12.236388999999999
LEBB,159951,LEPA,39.551700591999996,2.73881006241,43.30110168457031,-2.9106099605560303
EDDW,158292,LEPA,39.551700591999996,2.73881006241,53.0475006104,8.78666973114
EGNM,154087,LEPA,39.551700591999996,2.73881006241,53.86589813232422,-1.6605700254440308
EBBR,150452,LEPA,39.551700591999996,2.73881006241,50.9014015198,4.48443984985
EHAM,149399,LEPA,39.551700591999996,2.73881006241,52.308601,4.76389
ESSA,131645,LEPA,39.551700591999996,2.73881006241,59.651901245116996,17.918600082397
LOWW,127796,LEPA,39.551700591999996,2.73881006241,48.110298156738004,16.569700241089002
EKCH,119087,LEPA,39.551700591999996,2.73881006241,55.617900848389,12.656000137328999
ENGM,114308,LEPA,39.551700591999996,2.73881006241,60.193901062011996,11.100399971008
EGAA,105456,LEPA,39.551700591999996,2.73881006241,54.6575012207,-6.21582984924
EDDR,101151,LEPA,39.551700591999996,2.73881006241,49.2145996094,7.10950994492
LEGR,100998,LEPA,39.551700591999996,2.73881006241,37.18870162963867,-3.777359962463379
EGPH,100003,LEPA,39.551700591999996,2.73881006241,55.95000076293945,-3.372499942779541
EDDC,91189,LEPA,39.551700591999996,2.73881006241,51.1328010559082,13.767200469970705
EGLL,88845,LEPA,39.551700591999996,2.73881006241,51.4706,-0.461941
LFSB,87534,LEPA,39.551700591999996,2.73881006241,47.59,7.5291667
EGNV,85063,LEPA,39.551700591999996,2.73881006241,54.50920104980469,-1.4294099807739258
LPFR,77433,LEPA,39.551700591999996,2.73881006241,37.014400482199996,-7.965909957889999
LFPG,75822,LEPA,39.551700591999996,2.73881006241,49.012798,2.55
