airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGKK,751864,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,734033,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGNX,287987,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGBB,281106,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGPF,243733,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
LEMD,238840,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EBBR,235446,BRU,50.9014015198,4.48443984985,Brussels Airport
EDDL,227435,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EGSS,222197,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EHAM,199095,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGNT,176890,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGGD,172001,BRS,51.382702,-2.71909,Bristol Airport
EGNM,169589,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EDDM,167935,MUC,48.353802,11.7861,Munich Airport
EIDW,152647,DUB,53.421299,-6.27007,Dublin Airport
EBCI,144323,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
EGPH,140911,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EDDF,140411,FRA,50.033333,8.570556,Frankfurt am Main Airport
EDDH,139477,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDK,139397,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EFHK,134583,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EGGW,123372,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LIME,108393,BGY,45.673901,9.70417,Il Caravaggio International Airport
LEBL,106085,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EDDB,104431,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
ESSA,101565,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EDDS,100778,STR,48.6898994446,9.22196006775,Stuttgart Airport
EKCH,100499,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDV,92561,HAJ,52.461101532,9.68507957458,Hannover Airport
ENGM,91043,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
UUEE,88504,SVO,55.972599,37.4146,Sheremetyevo International Airport
LEST,88495,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EGPK,80954,PIK,55.5093994140625,-4.586669921875,Glasgow Prestwick Airport
LSZH,80670,ZRH,47.464698999999996,8.54917,Zürich Airport
EDDT,79145,TXL,52.5597,13.2877,Berlin-Tegel Airport
LIMC,77258,MXP,45.6306,8.728110000000001,Malpensa International Airport
LFSB,75298,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EGAA,75240,BFS,54.6575012207,-6.21582984924,Belfast International Airport
