airpt,value,airpt_lat,airpt_lon
GCLP,530946,27.931900024414066,-15.38659954071045
LEMD,305208,40.471926,-3.56264
EDDL,303024,51.289501,6.766780000000001
EGCC,267586,53.35369873046875,-2.2749500274658203
EGKK,254983,51.148102,-0.190278
GCXO,243674,28.4827003479,-16.341499328599998
EDDF,212479,50.033333,8.570556
EGBB,178697,52.4538993835,-1.7480299472799998
EDDV,169052,52.461101532,9.68507957458
EDDH,160801,53.630401611328004,9.988229751586902
EGSS,149194,51.8849983215,0.23499999940400002
EDDM,146252,48.353802,11.7861
EDDS,144791,48.6898994446,9.22196006775
LEBL,133709,41.2971,2.0784599999999998
EGNX,133264,52.8311004639,-1.32806003094
EHAM,129828,52.308601,4.76389
LFPG,112580,49.012798,2.55
EDDK,103663,50.865898132299996,7.1427397728
EIDW,91702,53.421299,-6.27007
EGPF,86815,55.8718986511,-4.43306016922
LIME,84963,45.673901,9.70417
EDDP,75948,51.423889,12.236388999999999
