airpt,value,airpt_lat,airpt_lon
EGKK,176994,51.148102,-0.190278
EGCC,142167,53.35369873046875,-2.2749500274658203
EGSS,130098,51.8849983215,0.23499999940400002
EIDW,123341,53.421299,-6.27007
EGNX,99250,52.8311004639,-1.32806003094
EGGW,95159,51.87469863891602,-0.36833301186561584
EGGD,88921,51.382702,-2.71909
EGNM,67030,53.86589813232422,-1.6605700254440308
EGBB,58895,52.4538993835,-1.7480299472799998
EGHH,42169,50.77999877929688,-1.8424999713897705
EHEH,30558,51.4500999451,5.374529838559999
EBCI,28074,50.459202000000005,4.4538199999999994
EGMC,22695,51.5713996887207,0.6955559849739075
EGPK,21646,55.5093994140625,-4.586669921875
EBAW,21290,51.189399719200004,4.46027994156
